Sex,Race,Age,Grade,SexOrientation,SeatBealtUse,DrinkingDriver,DrivingDrinking,TextingDriving,WeaponCarrying,WeaponCarryingSchool,GunCarrying,UnsafeAtSchool,InjuredInSchool,PhysicalFight,SchoolPhysicalFight,SexualAbuse,TimesSexualAbuse,SexualAbuseByPartner,Bullying,CyberBullying,SmokingCigarette,AgeFirstCig,DaysSmokingCigarette,CigPerDay,Vaping,DaysVaping,SourceVaping,DaysSmokelessTobacco,DaysSmokingCigar,AgeFirstAlcohol,DaysAlcohol,BingeDrinking,LargestNumberOfDrinks,SourceAlcohol,TimesMarihuanaUseLife,AgeFirstMarihuana,TimesMarihuanaUse30Days,TimesSyntheticMarihuanaUseLife,PainMedicine,TimesCocaine,TimesInhalant,TimesHeroin,TimesMetha,TimesEcstasy,TimesSteroids,TimesNeedle,OfferedDrugsSchool,HallucinogenicDrugs,MarihuanaUse
Female,White,17,12,Heterosexual,Most of the Times,2,2,6,1,1,1,1,1,1,1,0,1,2,0,0,0,1,1,1,1,2,5,1,1,6,2,2,4,6,2,6,1,1,1,1,1,1,1,1,1,1,0,1,1
Male,White,18,12,Heterosexual,Rarely,1,1,1,2,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
Female,White,18,12,Heterosexual,Always,2,2,8,1,1,1,1,1,1,1,0,3,4,0,0,1,2,1,1,1,7,2,1,1,5,3,NA,NA,5,7,5,6,1,1,1,1,1,1,1,1,1,1,2,1
Male,White,18,12,Heterosexual,Always,1,2,2,1,1,1,1,1,1,1,0,1,2,0,0,1,5,1,1,1,3,2,1,1,5,2,NA,NA,8,3,5,1,1,1,1,1,1,1,1,1,1,0,1,1
Male,White,18,12,Heterosexual,Never,5,4,8,1,1,1,1,1,1,1,0,1,2,0,0,1,6,2,2,1,7,2,1,1,5,5,6,8,5,7,5,3,1,6,2,1,1,1,5,1,1,1,5,1
Female,White,17,11,Heterosexual,Always,1,2,4,1,1,1,1,1,1,1,0,1,2,1,1,0,1,1,1,0,1,1,1,1,6,2,1,2,5,3,6,1,1,1,1,1,1,1,1,1,1,1,1,1
Male,White,16,11,Heterosexual,Always,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
Male,White,16,11,Heterosexual,Always,1,2,7,1,1,1,1,1,1,1,0,1,2,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
Female,White,17,11,Heterosexual,Most of the Times,1,4,8,1,1,1,3,1,1,1,1,2,3,0,1,1,6,1,1,1,5,6,1,1,6,4,NA,NA,5,4,6,1,1,5,1,1,1,1,1,1,1,0,2,1
Male,White,17,11,Heterosexual,Always,1,3,6,1,1,1,1,1,2,1,0,1,2,0,0,0,1,1,1,1,5,4,1,3,6,5,6,8,7,7,6,4,1,1,1,1,1,1,1,1,1,1,1,1
Male,White,17,11,Heterosexual,Most of the Times,1,2,3,1,1,1,1,1,2,1,0,1,2,0,0,1,6,1,1,1,2,4,2,1,5,NA,1,NA,NA,5,6,3,1,1,1,1,1,6,1,1,1,1,6,1
Male,White,17,11,Heterosexual,Most of the Times,1,2,2,1,1,1,1,3,1,1,0,1,2,0,0,0,1,1,1,0,1,1,1,1,5,NA,1,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
Male,White,17,11,Heterosexual,Always,1,2,2,1,1,1,1,1,1,1,0,1,2,1,0,0,1,1,1,0,1,1,1,1,6,1,1,1,1,2,6,1,1,1,1,1,1,1,1,1,1,0,1,1
Male,White,16,11,Heterosexual,Always,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
Male,White,17,11,Heterosexual,Always,1,2,2,1,1,1,1,1,1,1,0,1,2,0,0,0,1,1,1,1,1,1,1,1,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
Male,White,16,10,Heterosexual,Always,1,2,3,1,1,1,1,3,1,1,1,3,4,1,1,0,1,1,1,1,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
Male,White,17,11,Heterosexual,Always,1,2,7,1,1,1,1,1,1,1,0,1,2,0,0,0,1,1,1,1,2,5,1,1,7,1,1,1,1,2,7,2,1,1,1,1,1,1,1,1,1,1,1,1
Male,White,16,11,Heterosexual,Always,1,2,3,3,1,1,1,3,3,2,0,1,2,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
Female,White,17,11,Heterosexual,Always,1,2,7,1,1,1,2,1,1,1,0,1,1,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
Female,White,17,11,Heterosexual,Most of the Times,1,2,2,1,1,1,1,1,1,1,0,1,2,0,0,0,1,1,1,0,1,1,1,1,3,2,1,2,6,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
Female,Multiple-Hispanic,16,11,Heterosexual,Always,1,2,2,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
Male,White,17,11,Heterosexual,Always,1,2,7,1,1,1,1,1,1,1,0,1,2,0,0,0,1,1,1,1,5,5,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
Male,White,16,11,Heterosexual,Always,3,NA,NA,1,1,1,1,1,1,1,0,1,2,0,0,0,1,1,1,1,2,8,1,1,6,2,3,5,8,3,6,1,1,1,1,1,1,1,1,1,1,0,1,1
Female,White,18,12,Heterosexual,Most of the Times,1,2,2,1,1,1,1,1,1,1,0,1,2,0,0,1,5,1,1,1,2,5,1,1,5,2,1,2,6,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
Male,White,16,11,Heterosexual,Always,1,2,4,1,1,1,1,1,1,1,0,1,2,0,0,1,5,1,1,1,4,4,1,2,5,NA,1,NA,NA,7,5,6,1,1,1,1,1,1,2,1,1,1,3,1
Female,White,16,10,Heterosexual,Always,1,2,3,1,1,1,2,1,1,1,1,5,6,0,0,0,1,1,1,1,2,5,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,0,1,0
Female,Multiple-Hispanic,16,10,Heterosexual,Always,1,2,2,1,1,1,1,1,1,1,0,1,2,0,0,0,1,1,1,1,2,5,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
Female,White,16,10,Heterosexual,Most of the Times,1,2,4,1,1,1,1,1,1,1,0,1,2,0,0,0,1,1,1,1,1,1,1,1,6,2,2,4,6,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
Male,White,16,10,Heterosexual,Always,3,2,2,5,1,4,1,1,7,1,0,1,2,0,0,1,6,1,1,1,7,2,3,2,6,2,3,5,2,2,6,1,1,1,1,1,1,1,1,1,1,1,1,1
Male,White,16,10,Heterosexual,Most of the Times,1,2,7,5,1,1,1,1,4,1,0,3,2,0,0,0,1,1,1,1,7,4,1,1,2,NA,NA,7,6,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
Male,White,16,10,Heterosexual,Always,1,2,3,1,1,1,1,1,1,1,0,1,2,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
Male,White,15,10,Heterosexual,Always,1,1,1,1,1,1,1,1,2,1,0,1,2,0,0,0,1,1,1,1,6,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
Male,White,15,10,Heterosexual,Never,2,2,2,1,1,3,1,1,3,1,0,1,2,0,0,NA,NA,1,1,1,7,8,1,1,3,3,NA,NA,7,7,5,6,1,1,1,1,1,1,2,1,1,0,3,1
Female,White,16,10,Heterosexual,Always,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,1,1,4,5,1,1,6,1,1,1,NA,5,6,3,1,1,1,1,1,1,1,1,1,1,1,1
Female,Multiple-Hispanic,15,10,Heterosexual,Always,1,2,2,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,0
Female,White,16,10,Heterosexual,Most of the Times,1,2,6,1,1,1,1,2,1,1,1,5,6,1,1,1,6,1,1,1,7,4,1,1,5,2,2,6,6,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
Male,White,16,10,Heterosexual,Always,1,2,2,1,1,1,1,1,1,1,0,1,2,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
Male,Multiple-Non-Hispanic,16,10,Heterosexual,Most of the Times,1,3,2,5,1,2,1,2,3,1,0,1,2,0,0,1,3,5,4,1,4,6,1,4,4,3,2,5,8,6,4,4,1,2,1,1,1,1,1,1,1,1,1,1
Female,Multiple-Non-Hispanic,16,10,Heterosexual,Always,1,2,2,3,1,5,1,1,3,1,0,1,NA,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
Female,White,16,10,Heterosexual,Most of the Times,1,2,3,1,1,1,1,1,1,1,0,5,2,1,1,1,6,NA,NA,1,1,1,1,1,5,1,1,1,1,3,5,1,1,2,1,2,1,1,1,1,1,1,1,1
Female,White,15,10,Bisexual,Always,1,2,3,1,1,1,1,1,1,1,0,1,2,1,1,0,1,1,1,1,7,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
Female,White,15,10,Bisexual,Always,1,2,2,1,1,1,1,1,1,1,0,1,NA,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
Male,White,15,10,Heterosexual,Most of the Times,1,2,2,1,1,1,1,1,1,1,0,1,2,0,0,0,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
Male,White,15,10,Heterosexual,Always,1,2,2,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,1,1,2,5,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,0
Female,White,16,10,Heterosexual,Always,1,2,2,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
Female,White,16,10,Heterosexual,Always,1,2,2,1,1,1,1,1,1,1,0,1,2,0,0,0,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
Male,Multiple-Hispanic,17,12,Heterosexual,Always,1,2,2,1,1,1,1,1,1,1,0,1,2,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
Male,Multiple-Hispanic,17,12,Heterosexual,Most of the Times,1,2,8,1,1,1,1,1,1,1,0,1,2,0,1,0,1,1,1,1,3,5,1,1,1,1,1,1,1,3,6,3,1,1,1,1,1,1,1,1,1,1,1,1
Male,Multiple-Hispanic,18,12,Heterosexual,Always,1,2,2,1,1,1,1,1,1,1,0,1,2,0,0,1,7,NA,NA,1,7,2,1,1,7,1,1,1,1,NA,NA,1,1,1,1,1,1,1,1,1,1,0,1,NA
Male,Multiple-Hispanic,16,10,Heterosexual,Always,1,2,2,3,1,1,1,1,1,1,0,NA,NA,0,1,0,1,1,1,1,2,5,1,1,6,NA,1,NA,NA,2,6,1,1,1,1,1,1,1,1,1,1,1,1,1
Male,Multiple-Hispanic,16,10,Heterosexual,Always,5,2,2,1,1,1,1,1,1,1,0,1,1,0,0,1,6,1,1,1,1,1,1,1,6,1,1,1,1,4,6,3,4,3,1,1,1,1,1,1,1,0,1,1
Male,Multiple-Hispanic,16,10,Bisexual,NA,1,1,1,1,1,1,2,NA,NA,1,0,1,1,0,0,1,6,4,3,0,1,1,1,3,6,2,1,2,5,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
Male,Hispanic/Latino,15,10,Heterosexual,Sometimes,1,2,2,1,1,1,1,1,3,1,0,1,2,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
Female,Multiple-Hispanic,17,11,Heterosexual,Rarely,1,2,2,1,1,1,1,1,2,1,0,1,2,0,0,1,6,1,1,1,1,1,1,1,6,1,1,1,1,5,5,1,4,1,1,1,1,1,1,1,1,1,1,1
Male,Am Indian/Alaska Native,16,11,Heterosexual,Sometimes,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,NA,NA,1,1,0,1,1,1,1,6,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,0,1,0
Male,Multiple-Hispanic,16,11,Heterosexual,Always,1,2,2,1,1,1,1,1,1,1,0,1,2,0,0,0,1,1,1,0,1,1,1,1,5,2,1,3,6,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
Female,Multiple-Hispanic,16,11,Heterosexual,Always,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
Male,Hispanic/Latino,18,12,Heterosexual,Most of the Times,2,2,4,1,1,1,1,1,1,1,0,1,2,0,0,1,7,1,1,1,1,1,1,1,7,2,2,6,5,2,6,1,1,1,1,1,1,1,2,1,1,0,2,1
Female,Multiple-Hispanic,16,11,Bisexual,Sometimes,1,2,2,1,1,1,3,1,1,1,0,1,2,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,2,1,1,1,2,1,1,1,0
Male,White,17,11,Heterosexual,Most of the Times,1,1,1,1,1,1,1,1,1,1,0,1,2,0,0,1,4,1,1,0,1,1,1,1,2,1,1,1,1,2,4,1,1,1,1,1,1,1,1,1,1,0,1,1
Male,Multiple-Hispanic,16,11,Heterosexual,Always,1,2,3,1,1,1,1,1,2,1,0,1,2,0,0,1,3,1,1,0,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
Male,Multiple-Hispanic,17,11,Bisexual,Most of the Times,1,1,1,1,1,1,1,1,1,1,1,1,2,0,0,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
Female,Multiple-Hispanic,17,11,Heterosexual,Most of the Times,1,1,1,1,1,1,1,1,1,1,0,2,3,0,0,0,1,1,1,0,1,1,1,1,6,2,NA,NA,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
Female,Hispanic/Latino,16,11,Heterosexual,Most of the Times,1,2,7,1,1,1,1,1,1,1,0,2,2,0,0,0,1,1,1,1,6,8,1,4,6,2,NA,NA,6,7,5,4,1,1,1,1,1,1,1,1,1,1,2,1
Female,Multiple-Hispanic,16,11,Heterosexual,Always,1,2,2,1,1,1,1,1,1,1,1,3,NA,1,1,0,1,1,1,0,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,0,1,0
Female,Multiple-Hispanic,16,11,Heterosexual,Always,1,2,2,1,1,1,1,1,1,1,0,1,2,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
Female,White,18,12,Heterosexual,Always,1,2,2,1,1,1,2,1,1,1,0,NA,NA,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
Female,Multiple-Hispanic,18,12,Heterosexual,Always,1,1,1,1,1,1,1,1,1,1,0,1,2,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,0,1,0
Female,Multiple-Hispanic,18,12,Heterosexual,Most of the Times,1,NA,NA,1,1,1,1,1,3,3,0,1,2,0,0,0,1,1,1,1,NA,NA,1,1,6,NA,1,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
Female,Multiple-Hispanic,18,12,Heterosexual,Always,1,2,2,1,1,1,1,1,1,1,0,1,2,0,0,0,1,1,1,0,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
Male,Hispanic/Latino,17,12,Heterosexual,Always,1,1,1,2,1,1,1,1,1,1,0,NA,NA,0,0,0,1,1,1,0,1,1,1,1,6,1,1,1,1,3,6,1,1,1,1,1,1,1,1,1,1,1,1,1
Female,Multiple-Hispanic,18,12,Heterosexual,Always,1,2,2,1,1,1,1,1,1,1,0,1,2,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
Female,Multiple-Hispanic,18,12,Heterosexual,Most of the Times,2,2,2,1,1,1,1,1,1,1,0,1,2,0,0,0,1,1,1,0,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
Male,Multiple-Hispanic,18,12,Heterosexual,Always,1,1,1,5,5,1,1,1,1,1,0,1,2,0,0,1,4,2,3,1,NA,NA,1,2,7,1,1,1,1,4,4,1,1,1,2,1,1,1,2,1,1,0,1,1
Female,Multiple-Hispanic,17,11,Heterosexual,Always,1,2,2,1,1,1,1,1,1,1,0,1,2,0,0,1,6,1,1,1,1,1,1,1,6,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,0
Male,Hispanic/Latino,18,12,Heterosexual,Always,5,4,8,5,1,5,1,1,1,1,0,1,2,0,0,1,6,4,4,1,5,2,1,2,3,5,4,8,8,6,5,4,1,1,6,1,1,2,1,1,1,0,1,1
Female,Hispanic/Latino,16,11,Heterosexual,Most of the Times,1,2,2,1,1,3,1,1,1,1,1,2,3,0,1,1,6,1,1,1,1,1,1,1,5,1,1,1,1,2,6,1,2,1,1,1,1,1,1,1,1,0,1,1
Male,Multiple-Hispanic,NA,12,Heterosexual,Sometimes,1,2,2,1,1,1,1,1,1,1,0,1,2,0,0,1,5,1,1,1,1,1,1,1,6,1,1,1,1,4,5,1,1,1,1,1,1,1,1,1,1,0,1,1
Female,Multiple-Hispanic,18,12,Heterosexual,Always,1,2,2,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
Female,Multiple-Hispanic,17,12,Bisexual,Always,1,1,1,1,1,1,1,1,1,1,0,1,2,0,0,0,1,1,1,0,1,1,1,1,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
Female,Multiple-Hispanic,18,12,Bisexual,Most of the Times,1,2,2,1,1,1,1,1,1,1,1,1,1,0,1,1,7,NA,NA,0,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
Female,Hispanic/Latino,18,12,Heterosexual,Always,2,1,1,1,1,1,1,1,2,1,0,2,3,0,1,1,7,1,1,1,2,5,1,1,6,2,1,3,6,2,7,1,1,3,1,1,1,1,1,1,1,0,1,1
Male,Multiple-Hispanic,18,12,Heterosexual,Always,1,2,6,3,1,4,1,1,1,1,0,1,2,0,0,1,7,2,4,1,3,5,1,1,3,3,2,6,8,6,6,4,1,1,1,1,1,1,1,1,1,0,1,1
Female,Multiple-Hispanic,17,11,Heterosexual,Most of the Times,2,3,6,1,1,1,1,1,1,1,0,1,2,0,0,0,1,1,1,0,1,1,1,1,6,2,1,3,6,1,1,1,1,2,1,1,1,1,1,1,1,0,1,0
Male,Hispanic/Latino,18,12,NA,Most of the Times,1,2,2,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
Female,Multiple-Hispanic,18,12,Heterosexual,Most of the Times,1,NA,NA,1,1,1,2,3,1,1,0,1,2,0,0,1,7,1,1,1,NA,NA,1,1,7,NA,NA,NA,NA,1,1,1,1,2,1,1,1,1,1,1,1,0,1,0
Female,Multiple-Hispanic,17,12,Heterosexual,Sometimes,4,NA,NA,1,1,1,1,1,3,1,0,2,2,0,0,1,6,1,1,1,5,2,1,1,6,4,5,8,5,7,6,6,5,2,2,1,1,1,1,1,1,1,2,1
Female,Hispanic/Latino,17,11,Heterosexual,Most of the Times,1,2,2,1,1,1,1,1,1,1,0,1,2,0,1,1,5,1,1,0,1,1,1,1,3,1,1,1,1,2,6,1,1,1,1,1,1,1,1,1,1,0,1,1
Male,Hispanic/Latino,18,12,Heterosexual,Most of the Times,3,2,8,1,1,5,1,1,1,1,0,1,2,0,0,1,6,1,1,1,3,2,1,1,6,4,5,8,5,4,7,1,1,1,1,1,1,1,1,1,1,1,1,1
Female,Multiple-Hispanic,17,12,Heterosexual,Most of the Times,1,2,3,1,1,1,1,1,1,1,0,1,2,0,0,0,1,1,1,0,1,1,1,1,6,2,1,2,6,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
Female,Multiple-Hispanic,18,12,Heterosexual,Always,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
Female,Multiple-Hispanic,18,12,Not sure,Most of the Times,1,2,2,1,1,1,1,1,1,1,0,1,2,0,0,0,1,1,1,1,2,5,1,1,7,2,1,2,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
Male,Multiple-Hispanic,17,11,Heterosexual,Most of the Times,1,2,2,5,1,1,1,1,1,1,0,1,2,0,0,1,6,1,1,1,1,1,1,1,6,1,1,1,1,3,2,1,1,6,1,1,1,1,1,1,1,0,1,1
Male,Multiple-Hispanic,15,10,Heterosexual,Always,1,1,1,1,1,1,1,1,1,1,0,1,2,1,1,0,1,1,1,0,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
Female,Multiple-Hispanic,16,10,Heterosexual,Sometimes,1,1,1,1,1,1,1,1,1,1,0,1,2,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
Female,Multiple-Hispanic,15,10,Bisexual,Most of the Times,1,2,6,5,1,5,1,1,3,2,1,1,2,0,0,0,1,1,1,0,1,1,1,4,3,4,4,6,4,7,2,6,2,6,1,1,1,1,1,1,1,0,4,1
Male,Multiple-Hispanic,15,9,Heterosexual,Sometimes,3,2,2,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
Male,Multiple-Hispanic,16,9,Heterosexual,Always,1,2,2,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,1,1,2,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
Male,Hispanic/Latino,14,9,Heterosexual,Most of the Times,1,1,1,1,1,1,1,1,1,1,0,1,2,0,0,1,4,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
Male,Multiple-Hispanic,15,9,Heterosexual,Rarely,1,1,1,1,1,1,1,1,3,2,0,1,1,0,0,0,1,1,1,0,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
Male,Hispanic/Latino,15,10,Heterosexual,Always,4,2,2,2,1,1,1,1,1,1,0,1,1,0,0,1,4,1,1,1,3,5,1,1,3,2,1,2,6,2,5,1,1,1,1,1,1,1,1,1,1,0,1,1
Female,Hispanic/Latino,15,9,Heterosexual,Always,1,NA,NA,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,1,0,1,1,1,1,6,NA,1,NA,NA,1,1,1,1,2,1,1,1,1,1,1,1,0,1,0
Male,Hispanic/Latino,14,9,NA,Always,1,2,2,5,1,1,1,1,8,1,0,1,2,0,0,0,1,1,1,0,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
Female,Multiple-Hispanic,16,10,Heterosexual,Most of the Times,3,1,1,1,1,1,1,1,1,1,0,5,6,0,0,0,1,1,1,1,1,1,1,1,6,1,1,1,1,4,5,1,1,1,1,1,1,1,1,1,1,0,1,1
Male,Multiple-Hispanic,16,10,Heterosexual,Most of the Times,2,2,2,1,1,1,1,1,1,1,0,1,2,0,0,0,1,1,1,1,NA,NA,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
Female,Am Indian/Alaska Native,16,NA,Heterosexual,Always,1,2,2,1,1,1,2,1,1,1,0,1,2,0,0,0,1,1,NA,0,1,NA,1,1,NA,NA,1,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
Male,Multiple-Hispanic,15,10,Heterosexual,Always,1,NA,NA,3,1,3,1,1,4,2,0,1,2,0,0,1,4,2,2,1,3,8,1,1,5,NA,NA,NA,NA,7,5,6,1,1,1,1,1,1,1,1,1,0,1,1
Female,Multiple-Hispanic,16,10,Heterosexual,Most of the Times,1,NA,NA,1,1,1,1,1,1,1,1,2,2,0,0,1,5,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
Male,Multiple-Hispanic,15,10,Heterosexual,Most of the Times,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,6,1,1,0,1,1,1,1,6,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
Female,Multiple-Hispanic,17,12,Heterosexual,Always,1,1,1,3,2,1,1,1,1,1,0,3,1,0,0,0,1,1,1,1,2,5,1,1,1,1,1,1,1,1,1,1,1,2,1,4,1,1,1,1,1,1,1,0
Male,Hispanic/Latino,17,11,Heterosexual,Always,1,2,2,1,1,1,1,1,1,1,0,1,2,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
Male,Hispanic/Latino,16,10,Heterosexual,Sometimes,1,1,1,1,1,1,1,1,1,1,0,1,2,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
Male,Hispanic/Latino,15,10,Heterosexual,Always,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
Male,Multiple-Hispanic,17,9,Heterosexual,Always,5,NA,2,1,1,1,1,1,1,1,0,1,2,0,0,1,5,1,1,0,1,1,1,1,6,NA,1,NA,NA,2,5,1,1,2,1,1,1,1,1,1,1,1,1,1
Male,Multiple-Hispanic,16,9,Heterosexual,NA,3,2,3,1,1,1,3,1,1,1,0,1,2,0,0,1,3,1,1,0,1,1,1,1,6,1,1,1,1,2,6,2,1,1,1,1,1,1,1,1,1,0,1,1
Male,Multiple-Hispanic,14,9,Heterosexual,Always,1,1,1,5,4,1,1,1,1,1,0,1,2,0,0,0,1,1,1,0,1,1,1,1,5,1,1,1,1,4,5,2,1,1,1,1,1,1,1,1,1,1,1,1
Male,Multiple-Hispanic,14,9,Heterosexual,Most of the Times,1,2,5,3,1,4,2,1,1,1,0,1,2,0,0,1,5,4,4,1,4,6,1,3,3,5,5,6,6,6,5,4,3,3,1,1,1,1,1,1,1,0,1,1
